                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2013 University of Southern California                    

                                   CYCLOMATIC COMPLEXITY RESULTS                                   
                             Generated by UCC v.2014.08f on 10 17 2015                             
                        GUCC -outdir D:\Development\ucc_2014.08zf\count_out                        

                                          RESULTS BY FILE                                          

Cyclomatic Complexity
Total(CC1),Total(CC2),Total(CC3),Average(CC1),Risk,File Name
1,1,1,Low,Circle.prototype.computeMomentOfInertia,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Circle.prototype.updateBoundingRadius,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Circle.prototype.updateArea,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Circle.prototype.computeAABB,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,8,6,Low,Circle.prototype.raycast,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,10,9,Low,Convex,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,7,5,Low,Convex.prototype.projectOntoLocalAxis,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Convex.prototype.projectOntoWorldAxis,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,Convex.prototype.updateTriangles,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Convex.prototype.updateCenterOfMass,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Convex.prototype.computeMomentOfInertia,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,Convex.prototype.updateBoundingRadius,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Convex.triangleArea,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Convex.prototype.updateArea,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Convex.prototype.computeAABB,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,Convex.prototype.raycast,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,11,6,Low,Heightfield,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,Heightfield.prototype.updateMaxMinValues,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Heightfield.prototype.computeMomentOfInertia,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Heightfield.prototype.updateBoundingRadius,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Heightfield.prototype.updateArea,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Heightfield.prototype.computeAABB,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Heightfield.prototype.getLineSegment,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Heightfield.prototype.getSegmentIndex,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Heightfield.prototype.getClampedSegmentIndex,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,5,2,Low,getLineSegmentsIntersection,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,Heightfield.prototype.raycast,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,4,2,Low,Line,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Line.prototype.computeMomentOfInertia,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Line.prototype.updateBoundingRadius,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Line.prototype.computeAABB,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Line.prototype.raycast,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,2,1,Low,Particle,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Particle.prototype.computeMomentOfInertia,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Particle.prototype.updateBoundingRadius,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Particle.prototype.computeAABB,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,2,1,Low,Plane,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Plane.prototype.computeMomentOfInertia,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Plane.prototype.updateBoundingRadius,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,Plane.prototype.computeAABB,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Plane.prototype.updateArea,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,Plane.prototype.raycast,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,11,7,Low,Shape,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Shape.prototype.computeMomentOfInertia,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Shape.prototype.updateBoundingRadius,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Shape.prototype.updateArea,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Shape.prototype.computeAABB,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Shape.prototype.raycast,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,4,1,Low,GSSolver,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,setArrayZero,D:\Development\GitHub\Space_Invaders\source\phaser.js
19,20,19,Medium,GSSolver.prototype.solve,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,GSSolver.updateMultipliers,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,GSSolver.iterateEquation,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,3,1,Low,Solver,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Solver.prototype.solve,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,Solver.prototype.solveIsland,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Solver.prototype.sortEquations,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Solver.prototype.addEquation,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,Solver.prototype.addEquations,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Solver.prototype.removeEquation,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Solver.prototype.removeAllEquations,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,ContactEquationPool,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,ContactEquationPool.prototype.create,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,ContactEquationPool.prototype.destroy,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,FrictionEquationPool,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,FrictionEquationPool.prototype.create,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,FrictionEquationPool.prototype.destroy,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,IslandNodePool,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,IslandNodePool.prototype.create,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,IslandNodePool.prototype.destroy,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,IslandPool,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,IslandPool.prototype.create,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,IslandPool.prototype.destroy,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,OverlapKeeper,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,OverlapKeeper.prototype.tick,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,OverlapKeeper.prototype.setOverlapping,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,OverlapKeeper.prototype.getNewOverlaps,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,OverlapKeeper.prototype.getEndOverlaps,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,6,3,Low,OverlapKeeper.prototype.bodiesAreOverlapping,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,OverlapKeeper.prototype.getDiff,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,2,1,Low,OverlapKeeper.prototype.isNewOverlap,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,OverlapKeeper.prototype.getNewBodyOverlaps,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,OverlapKeeper.prototype.getEndBodyOverlaps,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,OverlapKeeper.prototype.getBodyDiff,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,OverlapKeeperRecord,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,OverlapKeeperRecord.prototype.set,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,OverlapKeeperRecordPool,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,OverlapKeeperRecordPool.prototype.create,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,OverlapKeeperRecordPool.prototype.destroy,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,Pool,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,Pool.prototype.resize,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Pool.prototype.get,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Pool.prototype.release,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,TupleDictionary,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,TupleDictionary.prototype.getKey,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,TupleDictionary.prototype.getByKey,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,TupleDictionary.prototype.get,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,TupleDictionary.prototype.set,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,TupleDictionary.prototype.reset,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,TupleDictionary.prototype.copy,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Utils,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,Utils.appendArray,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,Utils.splice,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Utils.extend,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,Utils.defaults,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Island,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Island.prototype.reset,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,Island.prototype.getBodies,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,Island.prototype.wantsToSleep,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Island.prototype.sleep,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,IslandManager,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,IslandManager.getUnvisitedNode,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,IslandManager.prototype.visit,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,IslandManager.prototype.bfs,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,6,6,Low,IslandManager.prototype.split,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,IslandNode,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,IslandNode.prototype.reset,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,7,3,Low,World,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,World.prototype.addConstraint,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,World.prototype.addContactMaterial,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,World.prototype.removeContactMaterial,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,6,3,Low,World.prototype.getContactMaterial,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,World.prototype.removeConstraint,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,7,4,Low,World.prototype.step,D:\Development\GitHub\Space_Invaders\source\phaser.js
47,60,47,High,World.prototype.internalStep,D:\Development\GitHub\Space_Invaders\source\phaser.js
16,33,16,Medium,World.prototype.runNarrowphase,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,World.prototype.addSpring,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,World.prototype.removeSpring,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,World.prototype.addBody,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,World.prototype.removeBody,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,World.prototype.getBodyById,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,World.prototype.disableBodyCollision,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,6,3,Low,World.prototype.enableBodyCollision,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,7,6,Low,World.prototype.clear,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,14,4,Low,World.prototype.hitTest,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,World.prototype.setGlobalStiffness,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,World.prototype.setGlobalRelaxation,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,World.prototype.raycast,D:\Development\GitHub\Space_Invaders\source\phaser.js
53,89,53,Very High,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,PIXI.DisplayObject,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Math.trunc,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,if(!Function.prototype.bind)Function.prototype.bind,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Array.isArray,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,7,6,Low,Array.prototype.forEach,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,var CheapArray,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,window.console.log,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,10,7,Low,window.console.warn,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,7,6,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,7,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
12,19,12,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,9,6,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,9,6,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,5,2,Low,Phaser.Circle,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,6,2,Low,Phaser.Circle.contains,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,3,1,Low,Phaser.Circle.equals,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Circle.intersects,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,Phaser.Circle.circumferencePoint,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,Phaser.Circle.intersectsRectangle,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,4,1,Low,Phaser.Ellipse,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,4,2,Low,Phaser.Ellipse.contains,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,4,1,Low,Phaser.Line,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,5,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,10,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,9,6,Low,Phaser.Line.intersectsPoints,D:\Development\GitHub\Space_Invaders\source\phaser.js
